source,dataset_id,table_title,variable,theme,label,definition,unit,decimals,period,source_detail,geography,nonempty_rows,nonempty_amsterdam_rows
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),BrozeGezondheidPsychologischDomein_19,Broze gezondheid > Broze gezondheid per domein,Broze gezondheid psychologisch domein,"Percentage personen van 65 jaar en ouder dat een broze gezondheid op het psychologische domein heeft. 

Broosheid (ook wel kwetsbaarheid of frailty genoemd) is een extreme uiting van het normale verouderingsproces. Er zijn diverse meetinstrumenten geschikt voor het meten van broosheid bij individuen. Recent is een voorstel gepubliceerd voor een Frailty-index voor populaties gebaseerd op 37 vragen uit de Gezondheidsmonitor Volwassen en Ouderen (FI-HM37).

Berekening van de psychologische frailty-index op basis van 16 vragen uit de Gezondheidsmonitor over de psychologische gezondheid.

Vragen in het psychologisch domein:
1  Hoe vaak voelde u zich erg vermoeid zonder duidelijke reden?
2  Hoe vaak voelde u zich zenuwachtig?
3  Hoe vaak was u zo zenuwachtig dat u niet tot rust kon komen?
4  Hoe vaak voelde u zich hopeloos?
5  Hoe vaak voelde u zich rusteloos of ongedurig?
6  Hoe vaak voelde u zich zo rusteloos dat u niet meer stil kon zitten?
7  Hoe vaak voelde u zich somber of depressief?
8  Hoe vaak had u het gevoel dat alles veel moeite kostte?
9  Hoe vaak voelde u zich zo somber dat niets hielp om u op te vrolijken?
10  Hoe vaak vond u zichzelf afkeurenswaardig, minderwaardig of waardeloos?
11  Ik heb weinig controle over de dingen die me overkomen
12  Sommige van mijn problemen kan ik met geen mogelijkheid oplossen
13  Er is weinig dat ik kan doen om belangrijke dingen in mijn leven  te veranderen
14  Ik voel me vaak hulpeloos bij het omgaan met de problemen van het leven
15  Soms voel ik dat ik een speelbal van het leven ben
16  Ik kan ongeveer alles als ik m’n zinnen erop gezet heb

Indicator code: FI_Psychisch_cat

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,0,0
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),BrozeGezondheidFysiekDomein_20,Broze gezondheid > Broze gezondheid per domein,Broze gezondheid fysiek domein,"Percentage personen van 65 jaar en ouder dat een broze fysieke gezondheid heeft.

Broosheid (ook wel kwetsbaarheid of frailty genoemd) is een extreme uiting van het normale verouderingsproces. Er zijn diverse meetinstrumenten geschikt voor het meten van broosheid bij individuen. Recent is een voorstel gepubliceerd voor een Frailty-index voor populaties gebaseerd op 37 vragen uit de Gezondheidsmonitor Volwassen en Ouderen (FI-HM37).

Berekening van de fysieke frailty-index op basis van 10 vragen uit de Gezondheidsmonitor over de fysieke gezondheid.

Vragen in het fysieke domein:
1    Hoe is over het algemeen uw gezondheid?
2    Heeft u één of meer langdurige ziekten of aandoeningen?
3    Bent u vanwege problemen met uw gezondheid beperkt in uw dagelijks leven?
4    Kunt u een gesprek volgen in een groep van 3 of meer personen?
5    Kunt u met één andere persoon een gesprek voeren?
6    Zijn uw ogen goed genoeg om de kleine letters in de krant te kunnen lezen?
7    Kunt u op een afstand van 4 meter het gezicht van iemand herkennen?
8    Kunt u een voorwerp van 5 kg 10 meter dragen?
9    Kunt u als u staat, bukken en iets van de grond oppakken?
10  Kunt u 400 meter aan een stuk lopen, zonder stil te staan?

Indicator code: FI_Fysiek_cat

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,0,0
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),BrozeGezondheidSociaalDomein_21,Broze gezondheid > Broze gezondheid per domein,Broze gezondheid sociaal domein,"Percentage personen van 65 jaar en ouder dat een broze gezondheid op het sociale domein heeft.

Broosheid (ook wel kwetsbaarheid of frailty genoemd) is een extreme uiting van het normale verouderingsproces. Er zijn diverse meetinstrumenten geschikt voor het meten van broosheid bij individuen. Recent is een voorstel gepubliceerd voor een Frailty-index voor populaties gebaseerd op 37 vragen uit de Gezondheidsmonitor Volwassen en Ouderen (FI-HM37).

Berekening van de sociale frailty-index op basis van 11 vragen uit de Gezondheidsmonitor over de sociale gezondheid.

Vragen in het sociale domein:
1    Er is altijd wel iemand in mijn omgeving bij wie ik met mijn dagelijkse probleempjes terecht kan.
2    Er zijn genoeg mensen op wie ik in geval van narigheid kan terugvallen.
3    Ik heb veel mensen op wie ik volledig kan vertrouwen.
4    Er zijn voldoende mensen met wie ik me nauw verbonden voel.
5    Wanneer ik daar behoefte aan heb, kan ik altijd bij mijn vrienden terecht.
6    Ik mis een echt goede vriend of vriendin.
7    Ik ervaar een leegte om mij heen.
8    Ik mis gezelligheid om mij heen.
9    Ik vind mijn kring van kennissen te beperkt.
10  Ik mis mensen om mij heen.
11  Vaak voel ik me in de steek gelaten

Indicator code: FI_Sociaal_cat

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,0,0
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),LageVeerkracht_22,Veerkracht,Lage veerkracht,"Percentage personen dat aangeeft een (zeer) lage veerkracht te hebben.

Veerkracht is gemeten met de volgende 5 uitspraken over hoe men zich de afgelopen 4 weken voelde uit de Nederlandse vitaliteitsmeter VITA-16:
- Ik kan heel goed omgaan met tegenslagen
- Ik kan heel goed oplossingen vinden in moeilijke situaties
- Na een moeilijke periode ben ik snel weer de oude
- Door mijn ervaring voel ik mij sterker in moeilijke tijden
- Elke ervaring in het leven maakt mij sterker

Elke uitspraak had de volgende antwoordmogelijkheden: Zelden – Soms - Af en toe – Regelmatig – Meestal – Bijna altijd – Altijd. Hierbij krijgt 'Zelden' een score van 1 en 'Altijd' een score van 7. Uit de 5 uitspraken is een gemiddelde score van 1 t/m 7 berekend:
- Score van lager dan 3,8 is lage veerkracht
- Score van 3,8 tot 5,4 is gemiddelde veerkracht
- Score van 5,4 of hoger is hoge veerkracht

Indicator code: GGVKS201

Cijfers over 2012, 2016 en 2020 zijn niet beschikbaar.

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,30552,1084
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),HogeVeerkracht_23,Veerkracht,Hoge veerkracht,"Percentage personen dat aangeeft een (zeer) hoge veerkracht te hebben.

Veerkracht is gemeten met de volgende 5 uitspraken over hoe men zich de afgelopen 4 weken voelde uit de Nederlandse vitaliteitsmeter VITA-16:
- Ik kan heel goed omgaan met tegenslagen
- Ik kan heel goed oplossingen vinden in moeilijke situaties
- Na een moeilijke periode ben ik snel weer de oude
- Door mijn ervaring voel ik mij sterker in moeilijke tijden
- Elke ervaring in het leven maakt mij sterker

Elke uitspraak had de volgende antwoordmogelijkheden: Zelden – Soms - Af en toe – Regelmatig – Meestal – Bijna altijd – Altijd. Hierbij krijgt 'Zelden' een score van 1 en 'Altijd' een score van 7. Uit de 5 uitspraken is een gemiddelde score van 1 t/m 7 berekend:
- Score van lager dan 3,8 is lage veerkracht
- Score van 3,8 tot 5,4 is gemiddelde veerkracht
- Score van 5,4 of hoger is hoge veerkracht

Indicator code: GGVKS203

Cijfers over 2012, 2016 en 2020 zijn niet beschikbaar.

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,30552,1084
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),MatigVeelRegieOverHetEigenLeven_24,Regie over het eigen leven,Matig/veel regie over het eigen leven,"Percentage personen van 18 jaar of ouder dat matig of veel regie over eigen leven ervaart. Dit is gebaseerd op een 7-tal stellingen.

Deze indicator is gebaseerd op een vraag met 7 stellingen. De antwoorden worden samengevat in een score tussen de 7-35.7 t/m 19: onvoldoende eigen regie20 t/m 35: matig of veel regie over eigen leven.

Iedere vraag heeft 5 antwoordcategorieën: 1 'Helemaal mee eens'; 2 'Meestal'; 3 'Niet mee eens, niet mee oneens'; 4 'Niet mee eens'; 5 'Helemaal mee oneens'.

Bij antwoord 1 'Helemaal mee eens' krijg je in dit geval de laagste score 1, bij antwoord 5 'Helemaal mee oneens' krijgt de hoogste score 5.

Het betreft de volgende stellingen:
1  Ik heb weinig controle over de dingen die me overkomen.
2  Sommige van mijn problemen kan ik met geen mogelijkheid oplossen.
3  Er is weinig dat ik kan doen om belangrijke dingen in mijn leven te veranderen.
4  Ik voel me vaak hopeloos bij het omgaan met de problemen van het leven.
5  Soms voel ik dat ik een speelbal van het leven ben.
6  Wat er in de toekomst met me gebeurt hangt voor het grootste deel van mezelf af.
7  Ik kan ongeveer alles als ik mijn zinnen er op heb gezet.

Indicator code: GGRLS203

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,45721,1620
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),Eenzaam_25,Eenzaamheid,Eenzaam,"Percentage personen van 18 jaar en ouder dat zich eenzaam voelt. Dit percentage is gebaseerd op de eenzaamheidsschaal, een vragenlijst om eenzaamheid te meten en bestaat uit elf uitspraken over emotionele eenzaamheid en sociale eenzaamheid.

De eenzaamheidsschaal die gebruikt is, is de meest bekende Nederlandse vragenlijst om eenzaamheid te meten. Ook buiten Nederland gebruiken onderzoekers in meer dan twintig andere landen de eenzaamheidsschaal (Gierveld-de Jong en van Tilburg, 2007).

De eenzaamheidsschaal bestaat uit 11 uitspraken over emotionele eenzaamheid en sociale eenzaamheid. Voorafgaand aan de uitspraken staat de vraag: ""Wilt u van elk van de volgende uitspraken aangeven in hoeverre die op u, zoals u de laatste tijd bent, van toepassing is?"", met de toelichting ""U kunt antwoorden met nee, min of meer, ja"". Een uitspraak voor het meten van emotionele eenzaamheid is bijvoorbeeld ""Ik mis een echte goede vriend of vriendin"". Sociale eenzaamheid wordt gemeten met onder andere de uitspraak: ""Wanneer ik daar behoefte aan heb, kan ik altijd bij mijn vrienden terecht"".

Iemand is sociaal of emotioneel eenzaam als diegene op minstens drie van de bijbehorende items ongunstig scoort. Iemand is eenzaam bij minstens drie ongunstige scores op alle items. Bij negen ongunstige scores is dat ""ernstig eenzaam"".

Niet eenzaam: score 0-2
Matig eenzaam: score 3-8
Ernstig eenzaam: score 9-10
Zeer ernstig eenzaam: score 11

De vragenlijst is bedoeld voor onderzoek onder grote groepen mensen. De eenzaamheidsschaal is niet toepasbaar voor het stellen van een diagnose van afzonderlijke personen.

Indicator code: GGEES217

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,76140,2693
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),SterkEenzaam_26,Eenzaamheid,Sterk eenzaam,"Percentage personen van 18 jaar en ouder dat zich (zeer) sterk eenzaam voelt. Dit percentage is gebaseerd op de eenzaamheidsschaal, een vragenlijst om eenzaamheid te meten en bestaat uit elf uitspraken over emotionele eenzaamheid en sociale eenzaamheid.

De eenzaamheidsschaal die gebruikt is, is de meest bekende Nederlandse vragenlijst om eenzaamheid te meten. Ook buiten Nederland gebruiken onderzoekers in meer dan twintig andere landen de eenzaamheidsschaal (Gierveld-de Jong en van Tilburg, 2007).

De eenzaamheidsschaal bestaat uit 11 uitspraken over emotionele eenzaamheid en sociale eenzaamheid. Voorafgaand aan de uitspraken staat de vraag: ""Wilt u van elk van de volgende uitspraken aangeven in hoeverre die op u, zoals u de laatste tijd bent, van toepassing is?"", met de toelichting ""U kunt antwoorden met nee, min of meer, ja"". Een uitspraak voor het meten van emotionele eenzaamheid is bijvoorbeeld ""Ik mis een echte goede vriend of vriendin"". Sociale eenzaamheid wordt gemeten met onder andere de uitspraak: ""Wanneer ik daar behoefte aan heb, kan ik altijd bij mijn vrienden terecht"".

Iemand is sociaal of emotioneel eenzaam als diegene op minstens drie van de bijbehorende items ongunstig scoort. Iemand is eenzaam bij minstens drie ongunstige scores op alle items. Bij negen ongunstige scores is dat ""ernstig eenzaam"".

Niet eenzaam: score 0-2
Matig eenzaam: score 3-8
Ernstig eenzaam: score 9-10
Zeer ernstig eenzaam: score 11

De vragenlijst is bedoeld voor onderzoek onder grote groepen mensen. De eenzaamheidsschaal is niet toepasbaar voor het stellen van een diagnose van afzonderlijke personen.

Indicator code: GGEES209

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,76140,2693
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),EmotioneelEenzaam_27,Eenzaamheid,Emotioneel eenzaam,"Percentage personen van 18 jaar en ouder dat zich emotioneel eenzaam voelt. Dit percentage is gebaseerd op de eenzaamheidsschaal, een vragenlijst om eenzaamheid te meten en bestaat uit elf uitspraken over emotionele eenzaamheid en sociale eenzaamheid.

De eenzaamheidsschaal die gebruikt is, is de meest bekende Nederlandse vragenlijst om eenzaamheid te meten. Ook buiten Nederland gebruiken onderzoekers in meer dan twintig andere landen de eenzaamheidsschaal (Gierveld-de Jong en van Tilburg, 2007).

De eenzaamheidsschaal bestaat uit 11 uitspraken over emotionele eenzaamheid en sociale eenzaamheid. Voorafgaand aan de uitspraken staat de vraag: ""Wilt u van elk van de volgende uitspraken aangeven in hoeverre die op u, zoals u de laatste tijd bent, van toepassing is?"", met de toelichting ""U kunt antwoorden met nee, min of meer, ja"". Een uitspraak voor het meten van emotionele eenzaamheid is bijvoorbeeld ""Ik mis een echte goede vriend of vriendin"". Sociale eenzaamheid wordt gemeten met onder andere de uitspraak: ""Wanneer ik daar behoefte aan heb, kan ik altijd bij mijn vrienden terecht"".

Iemand is sociaal of emotioneel eenzaam als diegene op minstens drie van de bijbehorende items ongunstig scoort. Iemand is eenzaam bij minstens drie ongunstige scores op alle items. Bij negen ongunstige scores is dat ""ernstig eenzaam"".

Niet eenzaam: score 0-2
Matig eenzaam: score 3-8
Ernstig eenzaam: score 9-10
Zeer ernstig eenzaam: score 11

De vragenlijst is bedoeld voor onderzoek onder grote groepen mensen. De eenzaamheidsschaal is niet toepasbaar voor het stellen van een diagnose van afzonderlijke personen.

Indicator code: GGEES218

In 2012 en 2016 is deze indicator afgeleid van GGEES204 met een oud afkappunt.

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,76140,2693
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),SociaalEenzaam_28,Eenzaamheid,Sociaal eenzaam,"Percentage personen van 18 jaar en ouder dat zich sociaal eenzaam voelt. Dit percentage is gebaseerd op de eenzaamheidsschaal, een vragenlijst om eenzaamheid te meten en bestaat uit elf uitspraken over emotionele eenzaamheid en sociale eenzaamheid.

De eenzaamheidsschaal die gebruikt is, is de meest bekende Nederlandse vragenlijst om eenzaamheid te meten. Ook buiten Nederland gebruiken onderzoekers in meer dan twintig andere landen de eenzaamheidsschaal (Gierveld-de Jong en van Tilburg, 2007).

De eenzaamheidsschaal bestaat uit 11 uitspraken over emotionele eenzaamheid en sociale eenzaamheid. Voorafgaand aan de uitspraken staat de vraag: ""Wilt u van elk van de volgende uitspraken aangeven in hoeverre die op u, zoals u de laatste tijd bent, van toepassing is?"", met de toelichting ""U kunt antwoorden met nee, min of meer, ja"". Een uitspraak voor het meten van emotionele eenzaamheid is bijvoorbeeld ""Ik mis een echte goede vriend of vriendin"". Sociale eenzaamheid wordt gemeten met onder andere de uitspraak: ""Wanneer ik daar behoefte aan heb, kan ik altijd bij mijn vrienden terecht"".

Iemand is sociaal of emotioneel eenzaam als diegene op minstens drie van de bijbehorende items ongunstig scoort. Iemand is eenzaam bij minstens drie ongunstige scores op alle items. Bij negen ongunstige scores is dat ""ernstig eenzaam"".

Niet eenzaam: score 0-2
Matig eenzaam: score 3-8
Ernstig eenzaam: score 9-10
Zeer ernstig eenzaam: score 11

De vragenlijst is bedoeld voor onderzoek onder grote groepen mensen. De eenzaamheidsschaal is niet toepasbaar voor het stellen van een diagnose van afzonderlijke personen.

Indicator code: GGEES219

In 2016 is deze indicator afgeleid van GGEES205 met een oud afkappunt. Cijfers over 2012 zijn niet beschikbaar.

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,60989,2162
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),KrijgtSteunVanAnderen_29,Steun,Krijgt steun van anderen,"Percentage personen van 18 jaar en ouder dat dat redelijk tot goed sociale steun vanuit de omgeving kan ontvangen.

Indicator code: GGSSS202

Cijfers over 2012, 2016, 2020 en 2022 zijn niet beschikbaar.

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,15284,542
RIVM Gezondheid wijk/buurt,50150NED,Gezondheid per wijk en buurt; 2012/2016/2020/2022/2024 (indeling 2024),Mantelzorger_30,Mantelzorg en vrijwilligerswerk,Mantelzorger,"Percentage personen van 18 jaar of ouder dat mantelzorg geeft. De mantelzorg moet daarbij al minimaal 3 maanden duren, of het moet gaan om minimaal 8 uur zorg per week.

Indicator code: MCMZGS203

Let op: de percentages zijn gebaseerd op een modelmatige schatting.",%,1,"2012, 2016, 2020, 2022, 2024","Gezondheidsmonitor Volwassenen en Ouderen 2012/2016/2020/2022/2024, GGD'en/CBS/RIVM (bewerking o.b.v. SMAP-methodiek, RIVM)",buurt/wijk/gemeente,76140,2693
